laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,CPU_Benchmark,Ram,Memory,Memory_benchmark,Gpu,GPU_benchmark,OpSys,Weight,Price_euros
1221,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,3661,16GB,512GB SSD,49.99,Nvidia GeForce GTX 960M,9.3,Windows 10,2kg,1299
1244,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,3661,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.3kg,850.66
1257,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,3661,16GB,512GB SSD,49.99,Nvidia GeForce GTX 960M,9.3,Windows 10,2.72kg,1099
1261,Dell,Inspiron 7779,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,3661,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,3.78kg,1545.64
1285,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,3661,8GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Windows 10,0.69kg,479
1299,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,3661,8GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Windows 10,1.44kg,249
1313,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,3661,8GB,1TB HDD,39.99,Intel HD Graphics 400,1.1,Linux,2.4kg,289
114,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,3786,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.6kg,1690
1130,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,3786,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.3kg,684.8
311,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,3698,16GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.36kg,1429
414,Dell,Latitude 7480,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,3698,8GB,512GB SSD,49.99,Nvidia GeForce GTX 1060,19.8,Windows 10,2.43kg,2048.9
434,Dell,Latitude 5480,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,3698,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.44kg,949
440,Lenovo,Thinkpad T570,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,3698,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,4.5kg,2349
504,HP,EliteBook 840,Notebook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,3698,8GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.2kg,1195
542,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,3698,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.64kg,1010.51
590,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,3698,16GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.3kg,1094
678,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,3698,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.28kg,1700
752,Lenovo,Thinkpad P51s,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,3698,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.84kg,1228.99
770,Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,3698,16GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.36kg,1584
868,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,3698,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Linux,1.98kg,726
886,Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,3698,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.32kg,1499
965,Dell,Latitude 7480,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,3698,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.18kg,1859
456,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,3698,16GB,512GB SSD,49.99,Nvidia GeForce GTX 960M,9.3,Windows 10,2.9kg,1511.19
465,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,3698,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.04kg,839
875,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,3698,16GB,512GB SSD,49.99,Nvidia GeForce GTX 960M,9.3,Windows 10,2.59kg,1339
463,Dell,Alienware 17,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,6963,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 7,1.54kg,1870
42,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.42kg,1841.85
59,MSI,GS73VR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Linux,1.64kg,1089
67,Asus,ZenBook Pro,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX1050 Ti,13,Windows 10,3kg,1504
71,Asus,FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,12GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.76kg,755
77,Asus,FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,498
87,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.3kg,805.99
90,Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M440,3.6,Windows 10,2.04kg,549.99
102,HP,Omen 15-ce007nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,12GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.2kg,498.9
111,MSI,GP62M 7REX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,2.05kg,880
124,MSI,GS63VR 7RG,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,2.63kg,1200
151,MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 150MX,6.5,Windows 10,2.1kg,1145
153,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,4.6kg,3240
156,MSI,GE73VR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.49kg,726
169,MSI,GE63VR 7RE,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.75kg,1049
171,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.3kg,639
190,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,4.3kg,2299
202,HP,Omen 17-W295,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,2.08kg,819
204,Dell,Inspiron 7577,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD + 1TB HDD,89.98,Nvidia GeForce MX150,6.5,No OS,2.8kg,849
207,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD + 1TB HDD,89.98,Nvidia GeForce MX150,6.5,Windows 10,3kg,951
209,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce MX130,4.5,Windows 10,2.2kg,572
215,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Linux,2.1kg,412
216,Asus,ROG GL703VD-GC028T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.37kg,1849
229,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,2.17kg,898.9
237,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.4kg,1599
256,Asus,ROG G752VSK-GC493T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 930M,4.2,Windows 10,2.2kg,812
263,MSI,GT73EVR 7RE,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD + 1TB HDD,89.98,Nvidia GeForce MX150,6.5,No OS,1.95kg,1399.95
264,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,512GB SSD,49.99,Nvidia GeForce MX130,4.5,Windows 10,2.2kg,530
293,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,2.05kg,739
296,Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.36kg,1877
298,Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,1.6kg,1119
300,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.7kg,1186
306,Asus,Rog GL702VS-GC095T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920,3.6,Linux,2.1kg,519
309,Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7,3.5,Windows 10,2.2kg,429
317,MSI,GE63VR 7RF,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920M,3.6,Windows 10,2kg,577
335,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,32GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.47kg,1490
336,MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.21kg,2499
340,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD,22.99,Intel HD Graphics 630,4.5,Windows 10,1.95kg,1097
351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,2.63kg,1280
356,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,4.6kg,2749.99
358,MSI,GP72MVR 7RFX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.36kg,638.99
359,HP,Zbook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,1.26kg,1398.99
385,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.8kg,1191
386,HP,Omen 17-w212nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.2kg,485
388,Asus,ROG Strix,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Windows 10,2.3kg,859.01
396,Asus,Rog GL753VD-GC042T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.17kg,1686.64
397,Asus,Rog GL753VE-GC070T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.29kg,2449
405,Dell,Precision M5520,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,1.63kg,812
408,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.41kg,949
410,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD,22.99,Intel HD Graphics 630,4.5,Windows 10,2.31kg,1427
411,MSI,GE73VR 7RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920M,3.6,Windows 10,2.4kg,609
417,Lenovo,ThinkPad P51,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,512GB SSD,49.99,Nvidia GeForce MX150,6.5,Windows 10,1.38kg,1119
418,Lenovo,Thinkpad T470p,Ultrabook,14,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,6963,8GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,4.6kg,2289.99
427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,3.78kg,2399
432,Dell,Inspiron 7577,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 Graphics,2.9,Windows 10,2.04kg,629
435,HP,Omen 17-w207nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,12GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920M,3.6,Windows 10,2.2kg,720.32
451,HP,Omen 15-AX205na,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.2kg,449
475,HP,Omen 17-an006nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,12GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.54kg,1468
483,Dell,Precision M5520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,2.5kg,928
494,Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce GTX 980M,26.6,Windows 10,4.3kg,2150
499,Asus,VivoBook Pro,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Windows 10,2.2kg,575
516,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,2.04kg,521.47
524,Asus,ROG Zephyrus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,24GB,512GB SSD,49.99,Nvidia GeForce MX150,6.5,Windows 10,1.3kg,1495
526,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 930M,4.2,Windows 10,1.47kg,1764
527,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.2kg,1399
537,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M460,3.5,No OS,1.5kg,799
545,HP,Omen 15-ce006nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,12GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.62kg,649
559,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920M,3.6,Windows 10,2.2kg,720.32
570,Lenovo,Thinkpad P71,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,1.4kg,1849
593,HP,Omen 17-AN010nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,2.67kg,799
600,Samsung,Notebook Odyssey,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.25kg,428
606,Dell,Precision 3520,Workstation,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,1.23kg,1399
612,MSI,GS63VR 7RF,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 2TB HDD,72.98,Nvidia GeForce 930MX,4.9,Windows 10,1.93kg,1537.39
615,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD,22.99,Intel HD Graphics 620,3.9,Windows 10,2.38kg,1055
622,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.3kg,598.9
625,MSI,GT62VR 7RE,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920MX,5.3,Windows 10,2.8kg,466
636,Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,256GB SSD,22.99,Intel HD Graphics 630,4.5,Windows 10,2kg,1299
639,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,2.1kg,902
647,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.43kg,2229
648,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M440,3.6,Windows 10,2.04kg,549.99
651,Asus,ROG GL553VE-FY022,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,489.9
661,MSI,GL62M 7REX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M360,3.7,Windows 10,2.5kg,1099
672,MSI,GP72VR Leopard,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M445,3.8,Linux,2.33kg,778.87
683,MSI,GP62 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.1kg,1499
700,HP,ZBook 17,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,500GB HDD,28,Nvidia GeForce GTX 1060,19.8,Windows 10,2.43kg,2649
731,Dell,Alienware 17,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,32GB,1TB SSD + 1TB HDD,149.98,Intel HD Graphics 520,3.5,Windows 10,1.26kg,1349
732,MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R7 M440,3.6,Windows 10,2.65kg,569
744,HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD,22.99,Intel UHD Graphics 620,4.4,Windows 10,1.63kg,988
746,MSI,GS63VR 7RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.21kg,1599
767,Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Nvidia GeForce 920MX,5.3,No OS,2.2kg,499
769,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,128GB SSD + 1TB HDD,58.98,AMD Radeon R5 M430,3.1,Linux,2.2kg,749.01
782,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.7kg,1096
787,Razer,Blade Pro,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,512GB SSD,49.99,Nvidia GeForce MX130,4.5,Windows 10,3kg,655
789,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,32GB,1TB SSD + 1TB HDD,149.98,Intel HD Graphics 520,3.5,Windows 10,1.47kg,1725
794,MSI,GS43VR 7RE,Gaming,14,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,6963,16GB,256GB SSD + 1TB HDD,69.98,Intel UHD Graphics 620,4.4,Windows 10,1.8kg,829
